step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1
116,1.9473718404769897,0.4444444444444444,0.2727272727272727,0.3181818181818182,0.28787878787878785,nan,nan,nan,nan,nan
117,1.3330599069595337,0.59375,0.4242857142857143,0.4308333333333333,0.41105820105820107,nan,nan,nan,nan,nan
118,1.3195534944534302,0.578125,0.36067019400352734,0.3797178130511463,0.3445941918164141,nan,nan,nan,nan,nan
119,1.361993432044983,0.609375,0.4166666666666667,0.4108974358974359,0.380963480963481,nan,nan,nan,nan,nan
120,1.4943854808807373,0.609375,0.48240740740740745,0.5125000000000001,0.47628667628667626,nan,nan,nan,nan,nan
121,1.4911363124847412,0.515625,0.3761904761904762,0.3926108374384237,0.3427576255162462,nan,nan,nan,nan,nan
122,1.330867052078247,0.59375,0.4899092970521542,0.4934523809523809,0.45723969013442695,nan,nan,nan,nan,nan
123,1.481781005859375,0.5625,0.4737179487179487,0.5022435897435897,0.4569291819291819,nan,nan,nan,nan,nan
124,1.5496001243591309,0.515625,0.3846743295019157,0.40660919540229884,0.36317733990147777,nan,nan,nan,nan,nan
125,1.6856530904769897,0.484375,0.3479006656426011,0.3602150537634408,0.3073356750776105,nan,nan,nan,nan,nan
126,1.2141143083572388,0.609375,0.3808201058201059,0.427336860670194,0.3806740584518363,nan,nan,nan,nan,nan
127,1.579261302947998,0.625,0.42534722222222215,0.4848710317460318,0.44047619047619047,nan,nan,nan,nan,nan
128,1.5818833112716675,0.5625,0.44791666666666663,0.4540816326530611,0.42198515769944345,nan,nan,nan,nan,nan
129,1.3300342559814453,0.578125,0.5411111111111111,0.5085714285714286,0.467054945054945,nan,nan,nan,nan,nan
130,1.4269369840621948,0.578125,0.3608374384236453,0.38793103448275856,0.35806836841319606,nan,nan,nan,nan,nan
131,1.2674800157546997,0.671875,0.44629629629629625,0.4982936507936508,0.44884551121393224,nan,nan,nan,nan,nan
132,1.3429666757583618,0.671875,0.4338624338624339,0.48024691358024685,0.4333146277590722,nan,nan,nan,nan,nan
133,1.4199978113174438,0.625,0.47231040564373894,0.5455026455026455,0.4786302175191064,nan,nan,nan,nan,nan
134,1.5462273359298706,0.515625,0.29240740740740745,0.32111111111111107,0.29031194295900176,nan,nan,nan,nan,nan
135,1.4505646228790283,0.5625,0.31105637657361795,0.30878489326765185,0.29995588702485254,nan,nan,nan,nan,nan
136,1.1850892305374146,0.6875,0.4488095238095237,0.44523809523809527,0.4310439247469323,nan,nan,nan,nan,nan
137,1.2465145587921143,0.625,0.4695402298850575,0.48908045977011494,0.45935960591133,nan,nan,nan,nan,nan
138,1.3882893323898315,0.578125,0.32356630824372756,0.3629032258064516,0.3311827956989247,nan,nan,nan,nan,nan
139,1.6318432092666626,0.5625,0.34514652014652014,0.4566849816849817,0.3687447168216399,nan,nan,nan,nan,nan
140,1.194677710533142,0.640625,0.41982600732600733,0.48008241758241754,0.4321886446886447,nan,nan,nan,nan,nan
141,1.2343679666519165,0.609375,0.5328189300411522,0.5466490299823633,0.5061728395061729,nan,nan,nan,nan,nan
142,1.2114721536636353,0.765625,0.570935960591133,0.6063218390804598,0.5683929097722201,nan,nan,nan,nan,nan
143,1.3207210302352905,0.5625,0.40307219662058374,0.3946236559139785,0.37150537634408604,nan,nan,nan,nan,nan
144,1.2795432806015015,0.625,0.37160493827160496,0.43209876543209874,0.3748677248677248,nan,nan,nan,nan,nan
145,1.3488808870315552,0.53125,0.4293040293040293,0.4179487179487179,0.40194527694527693,nan,nan,nan,nan,nan
146,1.211951494216919,0.65625,0.49107142857142866,0.5080357142857143,0.4832328385899814,nan,nan,nan,nan,nan
147,1.2517849206924438,0.65625,0.4582375478927203,0.4703065134099617,0.4319774095636165,nan,nan,nan,nan,nan
148,1.465988039970398,0.5,0.41886973180076625,0.3959770114942529,0.37968353485594863,nan,nan,nan,nan,nan
149,1.1722335815429688,0.65625,0.47218117131910237,0.48310071154898737,0.45014315186728976,nan,nan,nan,nan,nan
150,1.7185800075531006,0.5,0.3878382034632034,0.3911458333333333,0.34274215367965366,nan,nan,nan,nan,nan
151,1.298954963684082,0.578125,0.4638392857142857,0.4630456349206349,0.435167957042957,nan,nan,nan,nan,nan
152,1.106442928314209,0.671875,0.5466402116402117,0.5052380952380953,0.4943223443223443,nan,nan,nan,nan,nan
153,1.417880654335022,0.59375,0.378434065934066,0.45045787545787547,0.38020035520035517,nan,nan,nan,nan,nan
154,1.4392329454421997,0.5625,0.4398148148148149,0.5239858906525573,0.4589009755676422,nan,nan,nan,nan,nan
155,1.429612636566162,0.5625,0.37359693877551015,0.3797619047619047,0.3625323089608804,nan,nan,nan,nan,nan
156,1.3190678358078003,0.671875,0.4655172413793104,0.4745484400656814,0.45420875420875423,nan,nan,nan,nan,nan
157,1.3341718912124634,0.640625,0.5023662551440329,0.48633156966490293,0.47739174405841067,nan,nan,nan,nan,nan
